index,title,description,media,date,polarity,subjectivity,quarter,cluster,cluster_detail,cluster_polarity,cluster_subjectivity,desc_polarity2,desc_subjectivity2,cluster_polarity2,cluster_subjectivity2
72,"['judge', 'c', 'kimi', 'kondo', 'retirement']","['28', 'service', 'municipal', 'court', 'judge', 'c', 'kimi', 'formulating', 'revised', 'training', 'protocol']",Northwest Asian Weekly,2019-01-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
73,"['cold', 'plotted', 'introduce', 'josh', 'powell', 'undercover']","['microsoft', 'job', 'required', 'josh', 'powell', 'commute', 'south', 'hill', 'bellevue', 'took', 'sounder', 'train', 'puyallup', 'used', 'shuttle']",MyNorthwest.com,2019-01-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
74,"['90', 'day', 'fiance', 'figure', 'accused', 'attacking', 'husband', 'vega']","['undated', 'clark', 'county', 'detention', 'center', 'clark', 'county', 'detention', 'center', 'la', 'vega', 'metropolitan', 'via', 'ap']",The Seattle Times,2019-01-01 00:00:00,-0.1,0.1,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
75,"['trying', 'figure', 'people', 'want', 'trump', 'border', 'wall']","['photo', 'courtesy', 'layoff', 'todd', 'herman', 'todd', 'herman', 'show', 'note', '7', '9', '2021', 'interim', 'chief', 'adrian', 'diaz']",MyNorthwest.com,2019-01-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
76,"['sound', 'transit', 'boast', '70', 'percent', 'completion', 'rate', 'northgate']","['service', 'shoreline', 'mountlake', 'terrace', 'lynnwood', 'kent', 'de', 'moines', 'federal', 'way', 'downtown', 'redmond', 'planned', 'begin', '2024', 'following', 'west']",MyNorthwest.com,2019-01-01 00:00:00,0.0,0.1,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
77,"['music', 'festival', 'facing', 'interesting', 'time', 'look']","['complained', 'increased', 'fee', 'include', 'hourly', 'fee', 'assigned', 'directly', 'event']",CHS Capitol Hill Seattle,2019-01-01 00:00:00,-0.09999999999999999,0.30000000000000004,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
78,"['teen', 'burien', 'arrested', 'armed', 'robbery', 'carjacking']","['bellevue', 'arrested', '16', 'crime', 'spree', 'started', 'related', 'study', 'show', 'fear', 'crime', 'mostly', 'head']",MyNorthwest.com,2019-01-01 00:00:00,0.25,0.45,Q1,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,positive,objective,neutral,objective
79,"['king', 'county', 'sheriff', 'seek', 'information', 'death', '53', 'south']","['thursday', 'help', 'identifying', 'person', 'shot', '53', 'related', 'seek', '2018', 'west', 'slaying']",Seattle PI,2019-01-01 00:00:00,0.0,0.4,Q1,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
80,"['union', 'quickly', 'back', 'probe', 'begin', 'fatal', 'north']","['hour', 'fatally', 'shot', 'suspected', 'killing', 'early', 'force', 'investigation', 'team', 'fit', 'probing', 'use']",The Seattle Times,2019-02-01 00:00:00,0.25,0.35,Q1,1,use force excessive pepper using court spray policy guide blast sued tear federal auburn gas balls redundant cops policing used,-0.225,0.6,positive,objective,negative,subjective
81,"['chicago', 'chief', 'angry', 'alleged', 'smollett', 'hoax']","['johnson', 'led', 'violence', 'neighborhood', 'spiked', 'recently', 'pointed', 'double', 'digit', 'decrease', 'gun', 'violence', 'past']",The Seattle Times,2019-02-01 00:00:00,-0.08333333333333333,0.16666666666666666,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
82,"['judge', 'dismisses', 'defamation', 'lawsuit', 'kshama', 'sawant', 'filed', '2', 'brutal', 'murder', 'comment']","['finally', 'councilmember', 'sawant', 'statement', 'referred', 'broadly', 'systematic', 'brutality', 'racial']",The Seattle Times,2019-02-01 00:00:00,0.03125,0.65625,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
83,"['sign', 'contract', 'army', 'hope', 'recruitment']","['army', 'value', 'align', 'well', 'value', 'best', 'room', 'filled', 'soldier']",KOMO,2019-02-01 00:00:00,0.7,0.6,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
84,"['report', 'use', 'low', 'level', 'force', 'racial', 'disparity', 'remains']","['report', 'show', '83', 'percent', 'use', 'force', 'incident', 'involved', 'lowest', 'type', 'pointing', 'gun', 'using', 'soft']",The Seattle Times,2019-02-01 00:00:00,0.1,0.35,Q1,1,use force excessive pepper using court spray policy guide blast sued tear federal auburn gas balls redundant cops policing used,-0.225,0.6,positive,objective,negative,subjective
85,"['bicyclist', 'hit', 'run', 'crash', 'near', 'rainier', 'beach']","['near', 'rainier', 'beach', 'monday', 'struck', 'driver', 'drove', 'statement']",The Seattle Times,2019-02-01 00:00:00,0.1,0.4,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
86,"['arizona', 'accused', 'killing', 'service', 'dog', 'dumping']","['photo', 'released', 'friday', 'march', '1', '2019', 'scottsdale', 'scottsdale', 'via', 'ap']",The Seattle Times,2019-02-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
87,"['custody', 'chase', 'standoff', '5', 'near', 'lakewood']","['taken', 'custody', 'hourlong', 'standoff', 'interstate', '5', 'near', 'lakewood', 'pierce', 'county', 'lakewood']",The Seattle Times,2019-02-01 00:00:00,0.1,0.4,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
88,"['donation', 'give', 'k9', 'bullet', 'stab', 'protective', 'vest']","['k9', 'boggs', 'receive', 'bullet', 'stab', 'protective', 'vest', 'thanks', 'charitable', 'donation', 'vested']",KIRO-TV,2019-02-01 00:00:00,0.4,0.5,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
89,"['arrest', 'rate', 'rape', 'washington', 'state', 'underwhelming']","['recent', 'propublica', 'national', 'study', 'reviewed', 'rape', 'data', 'three', 'jurisdiction', 'washington', 'state', 'including']",The Seattle Times,2019-02-01 00:00:00,0.0,0.25,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
90,"['duvall', 'get', 'snowball', 'fight', 'kid', 'snowstorm']","['grabbed', 'tactical', 'shield', 'engaged', 'fun', 'major', 'winter', 'storm', 'blanketed', 'part', 'washington', 'state', 'member', 'duvall']",KING 5,2019-02-01 00:00:00,0.18125,0.35,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
91,"['fatally', 'shot', 'everett', 'jack', 'box', 'parking', 'lot']","['block', 'evergreen', 'way', 'everett', 'statement', 'time', 'staff', 'reporter', 'jim', 'brunner', 'contributed', 'report']",The Seattle Times,2019-02-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
92,"['north', 'homicide', 'victim', 'suspected', 'killer', 'fatally', 'shot', 'identified']","['request', 'king', 'county', 'sheriff', 'office', 'investigating', 'fatal', 'involved', 'sara', 'jean', 'green', '515']",The Seattle Times,2019-02-01 00:00:00,-0.2,0.3,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
93,"['release', 'sketch', 'think', 'tried', 'kidnap', 'capitol', 'hill']","['1', 'suspect', 'slowly', 'drove', 'statement', 'parked', 'ordered', 'get']",The Seattle Times,2019-02-01 00:00:00,-0.30000000000000004,0.39999999999999997,Q1,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,negative,objective,neutral,objective
94,"['report', 'seahawks', 'sale', 'chaired', 'jody', 'allen']","['jody', 'allen', 'also', 'chair', 'vulcan', 'based', 'company', 'overseen', 'paul', 'allen', 'business', 'philanthropic', 'activity']",MyNorthwest.com,2019-02-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
95,"['prioritize', 'fund', 'clearing', 'rape', 'kit', 'backlog']","['tumwater', 'raped', 'jan', '22', '2018', 'day', 'received', 'dna', 'testing', 'result', 'rape', 'evidence', 'kit', 'collected', 'six', 'month']",The Seattle Times,2019-02-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
96,"['dy', 'exposure', 'shelter', 'brace', 'worse', 'weather']","['however', 'even', 'week', 'snowfall', 'community', 'team', 'regularly', 'reaching', 'people', 'living', 'vehicle']",The Seattle Times,2019-02-01 00:00:00,0.0,0.07692307692307693,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
97,"['bremerton', 'arrest', 'suspected', 'killing', 'boyfriend', 'attempting', 'cover']","['attempting', 'cover', 'bremerton', 'suspect', '49', '59', 'david', 'krazel', 'early']",The Seattle Times,2019-02-01 00:00:00,0.1,0.3,Q1,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,positive,objective,neutral,objective
98,"['suspect', 'charged', 'massive', 'lumberyard', 'fire', '3', 'arson']","['estimate', 'fire', 'caused', '4', 'million', 'damage', 'washington', 'state', 'crime', 'lab', 'matched', 'hooper', 'dna']",KING 5,2019-02-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
99,"['tim', 'eyman', 'investigation', 'theft', '70', 'chair', 'office', 'depot']","['lacey', 'referred', 'allegation', 'prosecutor', 'possible', 'yet', 'received', 'referral', 'three']",The Seattle Times,2019-02-01 00:00:00,0.0,1.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,subjective,neutral,objective
100,"['dy', 'checked', 'king', 'county', 'jail']","['arrested', 'sunday', 'alleged', 'drug', 'violation', 'also', 'conduct', 'independent', 'investigation']",KOMO,2019-02-01 00:00:00,-0.05,0.1125,Q1,2,arrested people connection charges thursday suspected wednesday men sunday 13 booked county night death saturday used tuesday robinson park 18,0.0,0.0,negative,objective,neutral,objective
101,"['investigating', 'found', 'shot', 'dead', 'inside', 'vehicle', 'auburn']","['auburn', 'investigating', '18', 'found', 'shot', 'dead', 'vehicle', 'sunday', 'night', 'received']",KIRO-TV,2019-02-01 00:00:00,-0.2,0.4,Q1,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,negative,objective,negative,objective
102,"['downed', 'tree', 'power', 'reported', 'puget', 'sound', 'area', 'outage', 'continue']","['kirkland', 'told', 'people', 'avoid', 'heavily', 'wooded', 'area', 'due', 'light', '1', '000', 'customer', 'without', 'power', '11', '30']",KING 5,2019-02-01 00:00:00,0.025000000000000005,0.525,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
103,"['stabbed', 'chinatown', 'international', 'district']","['recovering', 'stabbed', 'apartment', 'building', 'chinatown', 'international', 'district']",KIRO-TV,2019-03-01 00:00:00,0.0,0.0,Q1,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
