,title,media,date,desc,link,Local,quarter,cluster
87,Donation to give SPD K9 new bullet and stab protective vest,KIRO-TV,2019-02-01 00:00:00,"SEATTLE — A K9 with the Seattle Police Department, Boggs, will receive a bullet and stab protective vest thanks to a charitable donation from Vested ...",https://www.kiro7.com/news/local/donation-to-give-spd-k9-new-bullet-and-stab-protective-vest/920855474/,0,Q1,3
88,Why are arrest rates for rape in Washington state so underwhelming?,The Seattle Times,2019-02-01 00:00:00,"The recent ProPublica national study reviewed rape data from three police jurisdictions in Washington state, including the Seattle Police Department, ...",https://www.seattletimes.com/opinion/why-are-arrest-rates-for-rape-in-washington-state-so-underwhelming/,0,Q1,3
89,Duvall police get in snowball fight with kids during snowstorm,KING 5,2019-02-01 00:00:00,Police grabbed a tactical shield and engaged in some fun as a major winter storm blanketed parts of Washington state. Members of the Duvall Police ...,https://www.king5.com/article/news/local/duvall-police-get-in-snowball-fight-with-kids-during-snowstorm/281-035a02b3-2066-4caf-90fd-daedf33a378a,0,Q1,3
90,Man fatally shot in Everett Jack in the Box parking lot,The Seattle Times,2019-02-01 00:00:00,"... block of Evergreen Way in Everett, the police department said in a statement. ... Seattle Times staff reporter Jim Brunner contributed to this report.",https://www.seattletimes.com/seattle-news/crime/man-fatally-shot-in-everett-jack-in-the-box-parking-lot/,0,Q1,3
91,North Seattle homicide victim — and her suspected killer who was fatally shot by police — identified,The Seattle Times,2019-02-01 00:00:00,"At the request of the Seattle Police Department, the King County Sheriff's Office is investigating the fatal officer-involved shooting. Sara Jean Green: 206-515 ...",https://www.seattletimes.com/seattle-news/crime/north-seattle-homicide-victim-and-her-suspected-killer-who-was-fatally-shot-by-police-identified/,0,Q1,3
92,Seattle police release sketch of man they think tried to kidnap woman in Capitol Hill,The Seattle Times,2019-02-01 00:00:00,"1 when the suspect slowly drove up to her, according to a statement from the Seattle Police Department. The man then parked and ordered the woman to get into ...",https://www.seattletimes.com/seattle-news/crime/seattle-police-release-sketch-of-man-they-think-tried-to-kidnap-woman-in-capitol-hill/,0,Q1,0
93,"Report: Seahawks not for sale, now chaired by Jody Allen",MyNorthwest.com,2019-02-01 00:00:00,"Jody Allen is also the chair of Vulcan, the Seattle-based company that has overseen all of Paul Allen's business and philanthropic activities over the years.",https://mynorthwest.com/1290652/jody-allen-seahawks-not-for-sale/?,0,Q1,3
94,Prioritize and fund the clearing of rape-kit backlog,The Seattle Times,2019-02-01 00:00:00,"Tumwater police say a woman was raped on Jan. 22, 2018, the day before they received the DNA testing results from a rape evidence kit collected six months ...",https://www.seattletimes.com/opinion/editorials/prioritize-and-fund-the-clearing-of-rape-kit-backlog/,0,Q1,3
95,Man dies from exposure; Seattle shelters brace for worse weather,The Seattle Times,2019-02-01 00:00:00,"However, even before this week's snowfall, the Police Department's Community Police Teams have been regularly reaching out to people living in vehicles, ...",https://www.seattletimes.com/seattle-news/homeless/homeless-man-dies-from-exposure-service-providers-prepare-for-more-cold-weather/,0,Q1,3
96,"Bremerton police arrest woman suspected of killing boyfriend, attempting to cover it up",The Seattle Times,2019-02-01 00:00:00,"... then attempting to cover it up, according to the Bremerton Police Department. Police suspect the 49-year-old woman killed 59-year-old David Krazel early ...",https://www.seattletimes.com/seattle-news/crime/bremerton-police-arrest-woman-suspected-of-killing-boyfriend-attempting-to-cover-it-up/,0,Q1,0
97,"Suspect charged for massive Seattle lumberyard fire, 3 other arsons",KING 5,2019-02-01 00:00:00,"Police estimate the fires caused more than $4 million in damage. According to the Seattle Police Department, the Washington State Crime Lab matched Hooper's DNA ...",https://www.king5.com/article/news/crime/suspect-in-custody-for-5-seattle-arsons/281-d01b9a5e-41e4-424d-86a2-0c60a234bc33,0,Q1,3
98,Tim Eyman under investigation in theft of $70 chair from Office Depot,The Seattle Times,2019-02-01 00:00:00,Lacey Police referred the allegation to prosecutors for a possible ... not yet received a referral from the police department and has three years from when ...,https://www.seattletimes.com/seattle-news/crime/tim-eyman-under-investigation-in-theft-of-70-chair-from-office-depot/,0,Q1,3
99,Man dies while being checked into King County jail,KOMO,2019-02-01 00:00:00,Seattle police officers had arrested him Sunday for alleged drug violations ... The Seattle Police Department will also conduct an independent investigation ...,https://komonews.com/news/local/man-dies-while-being-checked-into-king-county-jail,0,Q1,2
100,Police investigating after man found shot dead inside vehicle in Auburn,KIRO-TV,2019-02-01 00:00:00,— Officers with the Auburn Police Department are investigating after an 18-year-old man was found shot dead in his vehicle on Sunday night. Police received a ...,https://www.kiro7.com/news/local/police-investigating-after-man-found-shot-dead-inside-vehicle-in-auburn/918469776/,0,Q1,6
101,"Downed trees, power lines reported in Puget Sound area as outages continue",KING 5,2019-02-01 00:00:00,"The Kirkland Police Department told people to avoid heavily-wooded areas due to ... Seattle City Light had over 1,000 customers without power by 11:30 ...",https://www.king5.com/article/news/local/thousands-without-power-monday-as-snow-blankets-puget-sound/281-0f6ec47e-8de7-4d55-93e4-588d5961a364,0,Q1,3
102,Seattle police officer stabbed in Chinatown-International District,KIRO-TV,2019-03-01 00:00:00,SEATTLE — An officer with the Seattle Police Department is recovering after he was stabbed in an apartment building in the Chinatown-International district ...,https://www.kiro7.com/news/local/seattle-police-officer-stabbed-in-chinatown-international-district/932013478/,0,Q1,3
103,"Seattle City Council approves $15,000 hiring bonuses for trained police officers, $7,500 for new recruits",The Seattle Times,2019-03-01 00:00:00,The measure's stipulation for new recruits was part of an amendment sponsored by Councilmember M. Lorena Gonzalez. The extra money will help the Seattle Police ...,https://www.seattletimes.com/seattle-news/seattle-city-council-approves-15000-hiring-bonuses-for-trained-police-officers-7500-for-new-recruits/,0,Q1,3
104,"Major prostitution bust: Seattle police raid 11 massage parlors, freeing 26 women",The Seattle Times,2019-03-01 00:00:00,Tom Umporowicz of the Seattle Police Department's Vice & High Risk Victims Section. More. “There's just so much money involved.,https://www.seattletimes.com/seattle-news/crime/a-crazy-amount-of-money-seattle-police-raid-prostitution-network-in-massage-parlors/,0,Q1,3
105,Seattle police look for man suspected of voyeurism in University District,The Seattle Times,2019-03-01 00:00:00,"... oftentimes tapping the window to get the victims' attention while masturbating, according to a statement from the Seattle Police Department.",https://www.seattletimes.com/seattle-news/crime/seattle-police-look-for-man-suspected-of-voyeurism-in-university-district/,0,Q1,3
106,SPD begins bonus program to try to hire 100+ officers,KIRO-TV,2019-03-01 00:00:00,"Seattle Mayor Jenny Durkan signed legislation on Monday approving a bonus program that will pay new Seattle police officers $15,000 if they're coming from ...",https://www.kiro7.com/news/local/spd-begins-bonus-program-to-try-to-hire-100-officers/929526673/,0,Q1,3
107,Police release video of Capitol Hill standoff that ended when officers shot man,The Seattle Times,2019-03-01 00:00:00,A screen grab of body-camera footage from an officer-involved shooting Tuesday on Capitol Hill. (Seattle Police Department),https://www.seattletimes.com/seattle-news/crime/police-release-video-of-capitol-hill-standoff-that-ended-when-officers-shot-man/,0,Q1,3
108,Seattle Police investigate Pioneer Square shooting incident that injured two people,The Seattle Times,2019-03-01 00:00:00,"Authorities were alerted to the incident with a 911 call around 2:15 a.m. on Sunday near Second Avenue South and South Washington Street, the Seattle Police ...",https://www.seattletimes.com/seattle-news/seattle-police-investigate-pioneer-square-shooting-incident-that-injured-two-people/,0,Q1,3
109,Six facing charges following 3+ year sexual exploitation ...,KIRO-TV,2019-03-01 00:00:00,"After receiving the complaints, the Seattle Police Department's Vice/High-Risk Victims Section investigated the businesses and “determined that there was a ...",https://www.kiro7.com/news/local/six-facing-charges-following-3-year-sexual-exploitation-investigation-in-seattle/928762764/,0,Q1,3
110,‘We lost one of our finest’: Kittitas County deputy shot dead Tuesday night was father of three,The Seattle Times,2019-03-01 00:00:00,The injured city of Kittitas police officer was identified as 22-year-old Benito Chavez. Chavez was airlifted to Harborview Medical Center in Seattle around 11: ...,https://www.seattletimes.com/seattle-news/kittitas-county-deputy-killed-police-officer-injured-in-shooting/,0,Q1,3
111,"Seattle Police ""Rescue"" 26 Sex Workers. But Did They Want to ...",The Stranger,2019-03-01 00:00:00,"The Seattle Police Department, along with the FBI and Department of Homeland Security, say they arrested five people and ""rescued 26 victims of sex ...",https://www.thestranger.com/slog/2019/03/11/39551922/seattle-police-rescue-26-sex-workers-but-did-they-want-to-be-rescued,0,Q1,2
112,Police ID suspect and victims in deadly Dallas hit-and-run,The Seattle Times,2019-03-01 00:00:00,"The Seattle Times does not append comment threads to stories from wire services such as the Associated Press, The New York Times, The Washington Post or ...",https://www.seattletimes.com/nation-world/nation/police-id-suspect-and-victims-in-deadly-dallas-hit-and-run/,0,Q1,3
113,"26 women rescued during Seattle human trafficking, prostitution bust",KING 5,2019-03-01 00:00:00,"Seattle police say they've busted a human trafficking and prostitution ring run ... were encountering,"" said Seattle Police Department Captain Mike Edwards.",https://www.king5.com/article/news/local/seattle/seattle-police-bust-major-trafficking-prostitution-operation/281-e23f7c3e-89c7-499c-b763-b9b55d42e184,0,Q1,3
114,Seattle police identify officers involved in Capitol Hill shooting,The Seattle Times,2019-03-01 00:00:00,The Seattle Police Department has identified four officers who fired their weapons during a confrontation with a gun-wielding man on Capitol Hill earlier ...,https://www.seattletimes.com/seattle-news/crime/seattle-police-identify-officers-involved-in-capitol-hill-shooting/,0,Q1,3
115,"Police officer’s 31-second scuffle with a handcuffed man has cost Seattle nearly $160,000",The Seattle Times,2019-03-01 00:00:00,"The city of Seattle has paid nearly $160,000 to settle a federal ... filed by Alonzo Price-Holt against Officer Zsolt Dornay and the police department.",https://www.seattletimes.com/seattle-news/seattle-pays-nearly-160000-to-settle-2015-case-involving-oft-disciplined-officers-tackling-of-handcuffed-man/,0,Q1,3
116,New narcotics detection K-9 joins Puyallup Police Department,KIRO-TV,2019-03-01 00:00:00,Otto came to the Police Department courtesy of the Washington State Department of Corrections K-9 program. Otto made his debut alongside Officer Bond last week ...,https://www.kiro7.com/news/local/new-narcotics-detection-k-9-joins-puyallup-police-department/934394261/,0,Q1,3
117,Shelton Police Department searching for suspects after stabbing,KIRO-TV,2019-03-01 00:00:00,Shelton Police Department searching for suspects after stabbing · Viaduct demolition noise starts rumbling Seattle's waterfront · Investigation launched into ...,https://www.kiro7.com/news/local/shelton-police-department-searching-for-suspects-after-stabbing/931758868/,0,Q1,5
118,11-year-old girl missing in Seattle is found,KOMO News,2019-03-01 00:00:00,"SEATTLE -- UPDATE: Zoe Burns was found safe and was reunited with her family, according to Seattle Police Department. ************.",https://komonews.com/news/local/11-year-old-girl-missing-in-seattle,0,Q1,3
